"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1971
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1971;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;02.01.;42 ;48 ;40 ;44 ;6 ;19 ;8 ;37.716.938,50 ;2  x  ;500.000,00 ;27  x  ;137.578,40 ;1.071  x     ;4.402,05 ;77.637  x    ;60,70 ;1.364.776  x;3,45  
2.;09.01.;8 ;48 ;16 ;45 ;41 ;26 ;5 ;41.596.768,00 ;4  x  ;500.000,00 ;21  x  ;152.361,70 ;1.048  x     ;4.961,40 ;61.887  x    ;84,00 ;1.252.646  x;4,15  
3.;16.01.;30 ;31 ;40 ;23 ;17 ;19 ;26 ;42.341.501,50 ;5  x  ;500.000,00 ;40  x  ;69.817,15 ;1.570  x     ;3.371,10 ;89.673  x    ;59,00 ;1.623.930  x;3,25  
4.;23.01.;2 ;13 ;6 ;38 ;27 ;24 ;41 ;42.306.313,00 ;29  x  ;145.883,80 ;130  x  ;8.135,80 ;2.918  x     ;1.812,25 ;116.111  x    ;45,50 ;1.750.955  x;3,00  
5.;30.01.;12 ;25 ;3 ;4 ;8 ;1 ;34 ;42.986.882,50 ;9  x  ;477.632,00 ;15  x  ;71.644,80 ;2.207  x     ;2.434,65 ;105.437  x    ;50,95 ;1.753.590  x;3,05  
6.;06.02.;49 ;8 ;2 ;37 ;30 ;40 ;3 ;42.858.938,50 ;1  x  ;500.000,00 ;12  x  ;404.780,60 ;1.051  x     ;5.097,35 ;65.561  x    ;81,70 ;1.324.318  x;4,00  
7.;13.02.;21 ;32 ;34 ;49 ;42 ;45 ;1 ;42.735.026,00 ;3  x  ;500.000,00 ;17  x  ;225.992,80 ;1.339  x     ;3.989,45 ;73.811  x    ;72,35 ;1.433.335  x;3,70  
8.;20.02.;24 ;43 ;26 ;39 ;17 ;49 ;42 ;42.553.471,00 ;4  x  ;500.000,00 ;19  x  ;174.693,85 ;1.806  x     ;2.945,25 ;87.402  x    ;60,85 ;1.576.692  x;3,35  
