"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1970
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1970;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;03.01.;24 ;2 ;42 ;17 ;43 ;40 ;33 ;38.256.775,50 ;4  x  ;500.000,00 ;42  x  ;66.240,40 ;1.124  x     ;4.254,50 ;74.023  x    ;64,60 ;1.345.380  x;3,55  
2.;10.01.;13 ;21 ;40 ;43 ;22 ;25 ;32 ;39.059.173,00 ;3  x  ;500.000,00 ;32  x  ;105.699,85 ;1.545  x     ;3.160,10 ;81.005  x    ;60,25 ;1.411.767  x;3,45  
3.;17.01.;45 ;44 ;35 ;21 ;17 ;15 ;16 ;40.243.886,50 ;2  x  ;500.000,00 ;22  x  ;183.203,90 ;973  x     ;5.170,05 ;61.830  x    ;81,35 ;1.273.017  x;3,95  
4.;24.01.;48 ;5 ;45 ;2 ;24 ;16 ;10 ;40.559.772,00 ;3  x  ;500.000,00 ;25  x  ;142.798,85 ;1.326  x     ;3.823,50 ;72.354  x    ;70,05 ;1.373.260  x;3,65  
5.;31.01.;38 ;36 ;35 ;44 ;11 ;6 ;42 ;41.424.242,00 ;2  x  ;500.000,00 ;16  x  ;261.126,85 ;880  x     ;5.884,10 ;63.390  x    ;81,65 ;1.337.772  x;3,85  
6.;07.02.;41 ;44 ;38 ;3 ;24 ;19 ;39 ;40.734.522,00 ;8  x  ;500.000,00 ;44  x  ;24.813,95 ;2.082  x     ;2.445,60 ;95.430  x    ;53,35 ;1.600.222  x;3,15  
7.;14.02.;46 ;12 ;33 ;6 ;19 ;23 ;29 ;40.959.963,50 ;22  x  ;186.181,65 ;65  x  ;15.753,80 ;3.242  x     ;1.579,25 ;126.894  x    ;40,30 ;1.894.293  x;2,70  
8.;21.02.;31 ;3 ;29 ;14 ;49 ;6 ;38 ;41.164.227,00 ;3  x  ;500.000,00 ;13  x  ;280.425,25 ;936  x     ;5.497,35 ;62.985  x    ;81,65 ;1.268.197  x;4,05  
9.;28.02.;16 ;46 ;7 ;38 ;32 ;48 ;42 ;41.790.321,50 ;5  x  ;500.000,00 ;30  x  ;90.793,00 ;1.587  x     ;3.291,60 ;86.426  x    ;60,40 ;1.502.869  x;3,45  
10.;07.03.;14 ;38 ;36 ;25 ;24 ;23 ;30 ;42.122.208,00 ;2  x  ;500.000,00 ;7  x  ;500.000,00 ;1.403  x     ;4.298,30 ;78.529  x    ;67,00 ;1.478.340  x;3,55  
11.;14.03.;6 ;7 ;28 ;3 ;10 ;25 ;44 ;42.385.576,50 ;10  x  ;423.855,75 ;41  x  ;25.844,85 ;2.107  x     ;2.514,55 ;101.108  x    ;52,40 ;1.691.360  x;3,10  
12.;21.03.;38 ;22 ;44 ;28 ;21 ;5 ;6 ;41.639.961,00 ;4  x  ;500.000,00 ;32  x  ;100.156,05 ;1.165  x     ;4.467,80 ;72.225  x    ;72,05 ;1.420.951  x;3,65  
13.;28.03.;34 ;18 ;2 ;11 ;46 ;14 ;39 ;40.989.051,50 ;6  x  ;500.000,00 ;41  x  ;51.795,85 ;1.727  x     ;2.966,75 ;85.606  x    ;59,85 ;1.449.735  x;3,50  
14.;04.04.;38 ;5 ;17 ;29 ;39 ;28 ;11 ;41.383.553,50 ;5  x  ;500.000,00 ;49  x  ;54.549,85 ;2.123  x     ;2.436,60 ;91.322  x    ;56,60 ;1.519.670  x;3,40  
15.;11.04.;32 ;49 ;6 ;24 ;8 ;29 ;43 ;41.891.115,50 ;1  x  ;500.000,00 ;22  x  ;215.290,40 ;1.039  x     ;5.039,80 ;66.207  x    ;79,05 ;1.366.093  x;3,80  
16.;18.04.;36 ;12 ;4 ;17 ;35 ;7 ;20 ;41.487.922,00 ;9  x  ;460.976,90 ;35  x  ;29.634,20 ;2.007  x     ;2.583,95 ;106.233  x    ;48,80 ;1.782.756  x;2,90  
17.;25.04.;12 ;5 ;11 ;25 ;15 ;48 ;32 ;41.417.137,00 ;2  x  ;500.000,00 ;34  x  ;122.857,10 ;1.235  x     ;4.192,00 ;85.239  x    ;60,70 ;1.596.237  x;3,20  
18.;02.05.;12 ;48 ;44 ;14 ;24 ;18 ;46 ;40.593.969,00 ;7  x  ;500.000,00 ;66  x  ;23.852,20 ;1.694  x     ;2.995,40 ;92.626  x    ;54,75 ;1.589.473  x;3,15  
19.;09.05.;5 ;39 ;43 ;3 ;36 ;14 ;37 ;39.504.888,00 ;1  x  ;500.000,00 ;14  x  ;317.007,90 ;998  x     ;4.948,00 ;64.342  x    ;76,70 ;1.344.568  x;3,65  
