LOTTO 6aus49;;;;;;;;;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 26. Kalenderwoche 2006;;;;;;
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;;;;;;;;;(Öffentliche Ziehung im Deutschen Fernsehen - ARD (Sa), ZDF (Mi));;;;;;
;;;;;;;;;;;;     Gewinnklasse I;; Gewinnklasse II;;Gewinnklasse III;;Gewinnklasse IV;; Gewinnklasse V;; Gewinnklasse VI;; Gewinnklasse VII;;   Gewinnklasse VIII;;;;;;;
;;;Gewinnzahlen in;;;;;;Zu-;Su-;Spieleinsatz;6 Treffer und Superzahl;;6 Treffer;; 5 Treffer + Zusatzzahl;;5 Treffer;;4 Treffer + Zusatzzahl;;4 Treffer;;3 Treffer + Zusatzzahl ;;3 Treffer;;;;;;;
KW;2006;Ziehung;gezogener Reihenfolge;;;;;;satz-;per-;;Gewinne/;;Gewinne/;;;;;;;;;;;;;;;;;;;
;;;;;;;;;zahl;zahl;Euro;Jackpot;Euro;Jackpot;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;Gewinne;Euro;;;;;;
1.;04.01.;MI;12;13;20;41;11;5;38;7;25.876.581,75  ;JP;4.919.155,10  ;1  x  ;1.035.063,20  ;8  x  ;80.864,30  ;475  x  ;3.541,00  ;1.242  x  ;208,30  ;32.017  x  ;40,40  ;39.496  x  ;26,20  ;600.904  x  ;9,40  ;;;;;;
;07.01.;SA;31;26;17;3;21;19;34;5;64.318.337,25  ;8  x  ;1.016.883,90  ;12  x  ;214.394,40  ;71  x  ;22.647,30  ;2.928  x  ;1.427,80  ;6.242  x  ;103,00  ;133.576  x  ;24,00  ;135.156  x  ;19,00  ;1.930.030  x  ;7,30  ;;;;;;
2.;11.01.;MI;4;5;16;19;26;1;21;3;24.151.383,75  ;JP;1.207.569,10  ;10  x  ;96.605,50  ;22  x  ;27.444,70  ;1.009  x  ;1.555,80  ;2.028  x  ;119,00  ;42.727  x  ;28,20  ;44.537  x  ;21,60  ;674.725  x  ;7,80  ;;;;;;
;14.01.;SA;10;19;39;31;27;14;4;0;63.818.568,00  ;1  x  ;4.398.497,50  ;11  x  ;232.067,50  ;98  x  ;16.280,20  ;2.358  x  ;1.759,20  ;6.553  x  ;97,30  ;102.811  x  ;31,00  ;146.855  x  ;17,30  ;1.609.601  x  ;8,70  ;;;;;;
3.;18.01.;MI;13;14;12;18;27;44;23;7;23.825.959,50  ;JP;1.191.297,90  ;1  x  ;953.038,30  ;7  x  ;85.092,70  ;341  x  ;4.541,60  ;1.391  x  ;171,20  ;23.303  x  ;51,10  ;40.565  x  ;23,40  ;479.576  x  ;10,90  ;;;;;;
;21.01.;SA;6;27;17;39;35;20;19;4;61.682.032,50  ;JP;4.275.399,50  ;4  x  ;616.820,30  ;19  x  ;81.160,50  ;1.334  x  ;3.005,40  ;3.432  x  ;179,70  ;75.391  x  ;40,90  ;110.983  x  ;22,20  ;1.347.769  x  ;10,00  ;;;;;;
4.;25.01.;MI;36;4;23;13;49;17;5;0;25.287.071,25  ;JP;5.539.753,00  ;2  x  ;505.741,40  ;8  x  ;79.022,00  ;662  x  ;2.482,80  ;1.292  x  ;195,70  ;28.908  x  ;43,70  ;40.404  x  ;25,00  ;527.284  x  ;10,50  ;;;;;;
;28.01.;SA;33;49;5;38;37;40;7;3;65.618.027,25  ;JP;8.820.654,30  ;1  x  ;2.624.721,00  ;20  x  ;82.022,50  ;1.016  x  ;4.198,00  ;3.179  x  ;206,40  ;74.179  x  ;44,20  ;110.763  x  ;23,60  ;1.494.757  x  ;9,60  ;;;;;;
5.;01.02.;MI;38;7;22;13;35;23;41;6;32.855.516,25  ;JP;10.463.430,10  ;4  x  ;328.555,10  ;22  x  ;37.335,80  ;846  x  ;2.524,30  ;1.964  x  ;167,20  ;41.090  x  ;39,90  ;53.837  x  ;24,40  ;721.068  x  ;10,00  ;;;;;;
;04.02.;SA;26;43;28;39;35;27;41;4;76.939.566,75  ;JP;14.310.408,40  ;1  x  ;3.077.582,60  ;36  x  ;53.430,20  ;1.074  x  ;4.656,40  ;3.716  x  ;207,00  ;68.276  x  ;56,30  ;108.180  x  ;28,40  ;1.443.031  x  ;11,70  ;;;;;;
6.;08.02.;MI;12;5;6;29;34;1;2;1;42.645.232,50  ;JP;16.442.670,00  ;4  x  ;426.452,30  ;32  x  ;33.316,50  ;1.042  x  ;2.660,20  ;3.065  x  ;139,10  ;52.044  x  ;40,90  ;93.453  x  ;18,20  ;902.069  x  ;10,40  ;;;;;;
;11.02.;SA;1;45;14;26;10;49;29;8;92.179.047,00  ;JP;21.051.622,30  ;5  x  ;737.432,30  ;61  x  ;37.778,20  ;2.233  x  ;2.683,20  ;4.709  x  ;195,70  ;98.748  x  ;46,60  ;120.710  x  ;30,50  ;1.822.007  x  ;11,10  ;;;;;;
7.;15.02.;MI;26;11;20;17;30;19;14;3;61.091.357,25  ;2  x  ;12.053.095,00  ;7  x  ;349.093,40  ;30  x  ;50.909,40  ;1.876  x  ;2.116,70  ;3.902  x  ;156,50  ;96.640  x  ;31,60  ;96.515  x  ;25,30  ;1.633.288  x  ;8,20  ;;;;;;
