Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1988
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1988;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;09.01.;30 ;26 ;37 ;1 ;10 ;31 ;11 ;100.275.856,00 ;8  x  ;940.086,10 ;47  x  ;80.007,30 ;1.525  x     ;7.397,30 ;99.153  x    ;113,70 ;1.873.184  x;8,60  
2.;16.01.;44 ;37 ;6 ;17 ;36 ;42 ;18 ;100.087.992,00 ;JP;7.506.599,40 ;19  x  ;197.542,00 ;1.006  x     ;11.192,70 ;76.846  x    ;146,50 ;1.511.296  x;10,70  
3.;23.01.;30 ;26 ;31 ;25 ;32 ;24 ;33 ;150.931.641,00 ;222  x  ;84.803,90 ;1.509  x  ;3.750,70 ;4.725  x     ;3.593,60 ;151.822  x    ;111,80 ;2.536.551  x;9,60  
4.;30.01.;37 ;7 ;27 ;49 ;40 ;44 ;25 ;114.198.060,00 ;2  x  ;4.282.427,20 ;39  x  ;109.805,80 ;1.346  x     ;9.544,70 ;106.486  x    ;120,60 ;2.031.417  x;9,10  
5.;06.02.;11 ;35 ;7 ;45 ;41 ;14 ;33 ;110.267.403,00 ;JP;8.270.055,20 ;40  x  ;103.375,60 ;1.480  x     ;8.381,80 ;91.446  x    ;135,60 ;1.838.141  x;9,70  
6.;13.02.;19 ;36 ;21 ;45 ;2 ;6 ;13 ;134.341.308,00 ;14  x  ;1.310.403,80 ;65  x  ;77.504,60 ;2.643  x     ;5.718,20 ;138.879  x    ;108,80 ;2.376.072  x;9,10  
7.;20.02.;44 ;11 ;39 ;2 ;22 ;4 ;10 ;107.015.643,00 ;12  x  ;668.847,70 ;32  x  ;125.408,90 ;1.851  x     ;6.504,10 ;98.915  x    ;121,70 ;1.808.474  x;9,60  
8.;27.02.;22 ;10 ;44 ;45 ;27 ;31 ;4 ;104.477.151,00 ;5  x  ;1.567.157,20 ;51  x  ;76.821,40 ;1.708  x     ;6.881,50 ;94.489  x    ;124,30 ;1.747.848  x;9,70  
9.;05.03.;43 ;33 ;12 ;27 ;47 ;34 ;25 ;111.260.362,00 ;4  x  ;2.086.131,70 ;37  x  ;112.763,80 ;1.612  x     ;7.764,70 ;105.114  x    ;119,00 ;2.034.240  x;8,80  
10.;12.03.;11 ;46 ;18 ;9 ;36 ;30 ;15 ;103.659.812,00 ;44  x  ;176.692,80 ;39  x  ;99.672,80 ;22.617  x     ;515,60 ;123.259  x    ;94,60 ;2.001.409  x;8,40  
11.;19.03.;32 ;11 ;30 ;12 ;39 ;14 ;45 ;102.605.218,00 ;2  x  ;3.847.695,60 ;19  x  ;202.510,20 ;1.092  x     ;10.570,50 ;76.381  x    ;151,10 ;1.722.593  x;9,60  
12.;26.03.;10 ;11 ;47 ;38 ;28 ;43 ;17 ;101.056.536,00 ;3  x  ;2.526.413,40 ;30  x  ;126.320,60 ;1.144  x     ;9.937,80 ;72.348  x    ;157,10 ;1.543.663  x;10,60  
13.;02.04.;43 ;33 ;6 ;38 ;19 ;3 ;46 ;98.485.450,00 ;8  x  ;923.301,00 ;55  x  ;67.149,10 ;2.916  x     ;3.799,50 ;137.142  x    ;80,70 ;2.172.043  x;7,30  
14.;09.04.;12 ;49 ;15 ;22 ;42 ;35 ;43 ;97.427.569,00 ;5  x  ;1.461.413,50 ;26  x  ;140.520,50 ;2.364  x     ;4.636,40 ;80.942  x    ;135,40 ;1.476.741  x;10,70  
15.;16.04.;9 ;30 ;42 ;26 ;16 ;35 ;44 ;98.815.353,00 ;5  x  ;1.482.230,20 ;41  x  ;90.379,80 ;1.536  x     ;7.237,40 ;83.738  x    ;132,70 ;1.600.626  x;10,00  
16.;23.04.;33 ;44 ;43 ;12 ;10 ;40 ;25 ;97.190.470,00 ;3  x  ;2.429.761,70 ;40  x  ;91.116,00 ;1.327  x     ;8.239,50 ;77.886  x    ;140,30 ;1.613.820  x;9,70  
17.;30.04.;31 ;8 ;12 ;29 ;15 ;40 ;7 ;98.724.098,00 ;5  x  ;1.480.861,40 ;29  x  ;127.660,40 ;1.394  x     ;7.967,30 ;84.625  x    ;131,20 ;1.612.091  x;9,90  
18.;07.05.;5 ;19 ;20 ;40 ;47 ;2 ;31 ;96.749.760,00 ;6  x  ;1.209.372,00 ;69  x  ;52.581,30 ;2.333  x     ;4.665,30 ;112.094  x    ;97,10 ;1.874.771  x;8,30  
19.;14.05.;22 ;41 ;7 ;46 ;4 ;26 ;47 ;94.264.766,00 ;7  x  ;1.009.979,60 ;33  x  ;107.119,00 ;1.729  x     ;6.133,40 ;89.655  x    ;118,20 ;1.641.229  x;9,30  
20.;21.05.;41 ;3 ;19 ;20 ;15 ;40 ;13 ;95.914.565,00 ;5  x  ;1.438.718,40 ;33  x  ;108.993,80 ;1.736  x     ;6.215,60 ;90.782  x    ;118,80 ;1.676.273  x;9,20  
