Lotto 6 aus 49   am Samstag;;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1989
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1989;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;07.01.;26 ;6 ;2 ;32 ;45 ;13 ;49 ;99.204.128,00 ;9  x  ;826.701,00 ;43  x  ;86.515,20 ;2.305  x     ;4.841,80 ;112.836  x    ;98,90 ;1.891.190  x;8,50  
2.;14.01.;35 ;7 ;23 ;12 ;6 ;36 ;49 ;103.265.418,00 ;10  x  ;774.490,60 ;34  x  ;113.895,60 ;1.927  x     ;6.028,70 ;105.317  x    ;110,30 ;2.005.958  x;8,30  
3.;21.01.;40 ;16 ;13 ;12 ;17 ;26 ;47 ;102.275.174,00 ;4  x  ;1.917.659,50 ;24  x  ;159.804,90 ;1.337  x     ;8.605,80 ;108.834  x    ;105,70 ;1.955.939  x;8,40  
4.;28.01.;17 ;5 ;37 ;49 ;1 ;9 ;18 ;100.952.102,00 ;6  x  ;1.261.901,20 ;38  x  ;99.623,70 ;2.464  x     ;4.609,20 ;134.810  x    ;84,20 ;2.105.764  x;7,70  
5.;04.02.;19 ;11 ;25 ;27 ;43 ;37 ;47 ;100.550.721,00 ;12  x  ;628.442,00 ;62  x  ;60.816,90 ;2.993  x     ;3.779,40 ;161.418  x    ;70,00 ;2.329.858  x;7,00  
6.;11.02.;43 ;40 ;14 ;41 ;44 ;36 ;49 ;100.212.008,00 ;2  x  ;3.757.950,30 ;22  x  ;170.815,90 ;829  x     ;13.599,30 ;63.273  x    ;178,10 ;1.248.012  x;13,00  
7.;18.02.;38 ;45 ;16 ;37 ;29 ;1 ;26 ;101.652.467,00 ;5  x  ;1.524.787,00 ;23  x  ;165.737,70 ;1.010  x     ;11.322,60 ;60.108  x    ;190,20 ;1.317.921  x;12,50  
8.;25.02.;16 ;41 ;42 ;21 ;9 ;12 ;17 ;100.976.756,00 ;4  x  ;1.893.314,10 ;27  x  ;140.245,40 ;1.136  x     ;9.999,80 ;83.164  x    ;136,50 ;1.718.255  x;9,50  
9.;04.03.;14 ;17 ;33 ;18 ;35 ;41 ;30 ;109.748.812,00 ;5  x  ;1.646.232,10 ;28  x  ;146.985,00 ;1.615  x     ;7.645,00 ;95.357  x    ;129,40 ;1.939.147  x;9,10  
10.;11.03.;20 ;42 ;49 ;43 ;44 ;19 ;41 ;101.237.751,00 ;6  x  ;1.265.471,80 ;46  x  ;82.530,70 ;1.233  x     ;9.237,00 ;71.146  x    ;160,00 ;1.441.083  x;11,40  
11.;18.03.;22 ;10 ;38 ;5 ;7 ;6 ;41 ;101.627.557,00 ;3  x  ;2.540.688,90 ;16  x  ;238.189,50 ;1.664  x     ;6.870,80 ;111.734  x    ;102,30 ;1.988.552  x;8,30  
12.;25.03.;44 ;38 ;48 ;19 ;37 ;39 ;41 ;98.866.077,00 ;5  x  ;1.482.991,10 ;65  x  ;57.038,10 ;1.694  x     ;6.565,70 ;102.324  x    ;108,60 ;1.804.895  x;8,90  
13.;01.04.;35 ;10 ;18 ;32 ;28 ;38 ;5 ;99.047.867,00 ;3  x  ;2.476.196,60 ;60  x  ;61.904,90 ;1.920  x     ;5.803,50 ;110.890  x    ;100,40 ;1.843.956  x;8,70  
14.;08.04.;6 ;43 ;31 ;24 ;12 ;48 ;22 ;101.039.863,00 ;25  x  ;303.119,50 ;40  x  ;94.724,80 ;2.396  x     ;4.744,10 ;109.709  x    ;103,60 ;1.783.770  x;9,20  
15.;15.04.;41 ;2 ;42 ;33 ;3 ;7 ;24 ;100.073.707,00 ;4  x  ;1.876.382,00 ;25  x  ;150.110,50 ;1.166  x     ;9.655,40 ;82.660  x    ;136,20 ;1.800.170  x;9,00  
16.;22.04.;31 ;4 ;22 ;34 ;9 ;16 ;12 ;102.177.192,00 ;8  x  ;957.911,10 ;55  x  ;69.666,20 ;2.430  x     ;4.730,40 ;115.499  x    ;99,50 ;1.957.814  x;8,40  
17.;29.04.;22 ;42 ;19 ;7 ;5 ;48 ;12 ;100.189.448,00 ;7  x  ;1.073.458,30 ;44  x  ;85.388,70 ;2.059  x     ;5.474,10 ;109.036  x    ;103,30 ;1.938.515  x;8,30  
18.;06.05.;25 ;12 ;4 ;43 ;16 ;11 ;1 ;93.432.605,00 ;3  x  ;2.335.815,10 ;44  x  ;79.630,00 ;1.660  x     ;6.332,00 ;97.898  x    ;107,30 ;1.839.183  x;8,20  
19.;13.05.;26 ;18 ;24 ;5 ;17 ;41 ;3 ;98.019.407,00 ;4  x  ;1.837.863,80 ;46  x  ;79.907,10 ;1.575  x     ;7.001,30 ;108.480  x    ;101,60 ;2.032.699  x;7,80  
20.;20.05.;36 ;9 ;6 ;47 ;35 ;5 ;33 ;94.393.754,00 ;4  x  ;1.769.882,80 ;39  x  ;90.763,20 ;1.219  x     ;8.711,40 ;71.423  x    ;148,60 ;1.489.508  x;10,20  
21.;27.05.;21 ;8 ;29 ;17 ;25 ;4 ;40 ;91.920.253,00 ;6  x  ;1.149.003,10 ;68  x  ;50.691,30 ;2.350  x     ;4.400,40 ;104.755  x    ;98,70 ;1.764.528  x;8,40  
22.;03.06.;27 ;7 ;23 ;19 ;22 ;17 ;45 ;96.817.774,00 ;12  x  ;605.111,00 ;25  x  ;145.226,60 ;2.761  x     ;3.944,90 ;152.325  x    ;71,50 ;2.455.752  x;6,40  
23.;10.06.;6 ;10 ;16 ;8 ;21 ;34 ;45 ;96.227.542,00 ;2  x  ;3.608.532,80 ;22  x  ;164.024,20 ;1.482  x     ;7.304,70 ;87.705  x    ;123,40 ;1.653.081  x;9,40  
24.;17.06.;41 ;40 ;4 ;32 ;12 ;8 ;7 ;95.511.798,00 ;11  x  ;651.216,80 ;25  x  ;143.267,60 ;2.182  x     ;4.924,40 ;107.641  x    ;99,80 ;1.801.751  x;8,60  
25.;24.06.;42 ;46 ;38 ;16 ;4 ;14 ;36 ;95.095.042,00 ;3  x  ;2.377.376,00 ;37  x  ;96.380,10 ;1.604  x     ;6.669,60 ;76.266  x    ;140,20 ;1.452.393  x;10,60  
26.;01.07.;21 ;24 ;16 ;19 ;44 ;4 ;48 ;96.887.549,00 ;5  x  ;1.453.313,20 ;24  x  ;151.386,70 ;1.688  x     ;6.457,20 ;102.394  x    ;106,40 ;1.881.415  x;8,30  
27.;08.07.;2 ;7 ;36 ;3 ;25 ;4 ;6 ;93.870.462,00 ;2  x  ;3.520.142,30 ;46  x  ;76.524,80 ;1.317  x     ;8.018,50 ;98.368  x    ;107,30 ;1.819.250  x;8,30  
28.;15.07.;38 ;15 ;5 ;24 ;17 ;49 ;12 ;94.914.209,00 ;8  x  ;889.820,70 ;40  x  ;88.982,00 ;1.417  x     ;7.535,50 ;86.782  x    ;123,00 ;1.718.974  x;8,90  
