"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 53. Veranstaltung 1972
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1972;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;01.01.;19 ;12 ;26 ;21 ;9 ;47 ;24 ;42.234.278,00 ;5  x  ;500.000,00 ;49  x  ;56.720,05 ;1.807  x     ;2.921,55 ;110.142  x    ;47,90 ;1.901.813  x;2,75  
2.;08.01.;29 ;14 ;42 ;3 ;34 ;6 ;26 ;44.432.415,00 ;8  x  ;500.000,00 ;45  x  ;34.534,45 ;1.383  x     ;4.015,90 ;80.219  x    ;69,20 ;1.433.770  x;3,85  
3.;15.01.;21 ;6 ;38 ;48 ;35 ;22 ;34 ;44.990.195,00 ;10  x  ;449.901,95 ;36  x  ;31.243,15 ;1.801  x     ;3.122,55 ;94.587  x    ;59,45 ;1.558.220  x;3,60  
4.;22.01.;35 ;34 ;2 ;21 ;41 ;31 ;29 ;44.636.703,50 ;1  x  ;500.000,00 ;9  x  ;500.000,00 ;777  x     ;7.926,85 ;60.375  x    ;92,40 ;1.309.108  x;4,25  
5.;29.01.;1 ;48 ;39 ;49 ;11 ;46 ;24 ;45.174.408,50 ;5  x  ;500.000,00 ;40  x  ;78.670,00 ;1.783  x     ;3.167,00 ;96.827  x    ;58,30 ;1.738.608  x;3,20  
6.;05.02.;44 ;33 ;25 ;22 ;2 ;9 ;21 ;45.745.342,50 ;8  x  ;500.000,00 ;45  x  ;38.181,50 ;2.392  x     ;2.390,50 ;116.091  x    ;49,25 ;1.916.838  x;2,95  
7.;12.02.;28 ;14 ;31 ;38 ;30 ;21 ;49 ;45.054.286,50 ;unbesetzt;;17  x  ;331.281,50 ;1.082  x     ;5.204,95 ;64.607  x    ;87,15 ;1.384.596  x;4,05  
