"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1976
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1976;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;03.01.;21 ;25 ;9 ;37 ;44 ;11 ;40 ;66.419.329,50 ;13  x  ;383.188,40 ;101  x  ;24.660,60 ;2.583  x     ;2.892,80 ;143.172  x    ;52,15 ;2.569.641  x;4,20  
2.;10.01.;28 ;39 ;16 ;11 ;3 ;49 ;13 ;67.573.118,50 ;20  x  ;253.399,15 ;62  x  ;40.870,80 ;2.822  x     ;2.693,80 ;139.918  x    ;54,30 ;2.494.414  x;4,40  
3.;17.01.;9 ;47 ;46 ;10 ;41 ;29 ;36 ;68.863.630,50 ;2  x  ;1.500.000,00 ;24  x  ;197.798,25 ;1.073  x     ;7.220,05 ;78.238  x    ;99,00 ;1.840.898  x;6,05  
4.;24.01.;22 ;6 ;45 ;38 ;41 ;13 ;37 ;68.510.139,50 ;15  x  ;342.550,65 ;37  x  ;69.435,95 ;2.546  x     ;3.027,25 ;112.654  x    ;68,40 ;2.129.109  x;5,20  
5.;31.01.;24 ;4 ;29 ;43 ;34 ;32 ;14 ;68.591.231,00 ;3  x  ;1.500.000,00 ;66  x  ;48.735,05 ;1.590  x     ;4.853,15 ;112.667  x    ;68,45 ;2.243.098  x;4,95  
6.;07.02.;3 ;1 ;7 ;41 ;32 ;46 ;40 ;68.661.285,00 ;4  x  ;1.287.399,05 ;35  x  ;73.565,65 ;2.296  x     ;3.364,25 ;132.106  x    ;58,45 ;2.542.557  x;4,35  
7.;14.02.;13 ;30 ;11 ;18 ;15 ;10 ;16 ;69.180.301,50 ;11  x  ;471.683,85 ;163  x  ;15.915,70 ;2.339  x     ;3.327,35 ;124.117  x    ;62,70 ;2.270.745  x;4,95  
8.;21.02.;17 ;23 ;20 ;9 ;24 ;31 ;29 ;69.104.647,00 ;4  x  ;1.295.712,10 ;49  x  ;52.886,20 ;2.521  x     ;3.083,80 ;163.405  x    ;47,55 ;2.890.116  x;3,85  
9.;28.02.;30 ;8 ;44 ;32 ;48 ;40 ;15 ;69.773.853,50 ;2  x  ;1.500.000,00 ;53  x  ;91.501,10 ;2.899  x     ;2.707,65 ;187.151  x    ;41,90 ;2.594.579  x;4,35  
10.;06.03.;10 ;1 ;26 ;38 ;46 ;13 ;23 ;69.428.590,00 ;14  x  ;371.938,85 ;142  x  ;18.335,00 ;2.782  x     ;2.807,55 ;135.963  x    ;57,40 ;2.339.904  x;4,80  
11.;13.03.;12 ;45 ;41 ;1 ;9 ;30 ;14 ;70.062.879,50 ;12  x  ;437.892,95 ;21  x  ;125.112,25 ;2.377  x     ;3.315,95 ;126.754  x    ;62,15 ;2.366.229  x;4,80  
12.;20.03.;32 ;26 ;29 ;43 ;8 ;4 ;39 ;69.150.614,00 ;9  x  ;576.255,10 ;48  x  ;54.023,90 ;2.403  x     ;3.237,35 ;142.755  x    ;54,45 ;2.223.180  x;5,05  
13.;27.03.;29 ;44 ;17 ;25 ;23 ;42 ;20 ;69.697.046,50 ;11  x  ;475.207,10 ;42  x  ;62.229,50 ;2.081  x     ;3.767,85 ;120.042  x    ;65,30 ;2.332.780  x;4,85  
14.;03.04.;40 ;2 ;41 ;13 ;11 ;10 ;33 ;68.676.844,00 ;15  x  ;343.384,20 ;49  x  ;52.558,80 ;2.105  x     ;3.670,35 ;112.698  x    ;68,55 ;2.292.558  x;4,85  
15.;10.04.;21 ;48 ;8 ;12 ;15 ;5 ;18 ;68.138.821,50 ;2  x  ;1.500.000,00 ;74  x  ;63.048,85 ;2.165  x     ;3.540,70 ;123.549  x    ;62,00 ;2.308.490  x;4,75  
16.;17.04.;41 ;42 ;23 ;36 ;20 ;1 ;33 ;66.791.458,50 ;1  x  ;1.500.000,00 ;30  x  ;200.467,95 ;1.233  x     ;6.094,10 ;83.453  x    ;90,00 ;1.810.655  x;5,95  
17.;24.04.;21 ;41 ;5 ;46 ;23 ;19 ;30 ;66.617.927,50 ;9  x  ;555.149,35 ;62  x  ;40.293,10 ;2.610  x     ;2.871,45 ;138.074  x    ;54,25 ;2.474.856  x;4,35  
18.;01.05.;29 ;26 ;48 ;45 ;42 ;20 ;6 ;67.590.109,50 ;5  x  ;1.013.851,60 ;39  x  ;64.990,45 ;1.769  x     ;4.298,40 ;92.337  x    ;82,30 ;1.828.701  x;6,00  
19.;08.05.;28 ;9 ;10 ;1 ;49 ;46 ;44 ;66.366.557,00 ;9  x  ;553.054,60 ;35  x  ;71.107,00 ;2.632  x     ;2.836,70 ;138.677  x    ;53,80 ;2.421.882  x;4,45  
20.;15.05.;45 ;5 ;43 ;2 ;22 ;44 ;4 ;66.752.234,50 ;1  x  ;1.500.000,00 ;38  x  ;158.148,05 ;1.400  x     ;5.364,00 ;85.105  x    ;88,20 ;1.836.633  x;5,90  
21.;22.05.;37 ;17 ;48 ;43 ;9 ;18 ;42 ;66.443.776,50 ;4  x  ;1.245.820,80 ;35  x  ;71.189,75 ;1.827  x     ;4.091,35 ;115.534  x    ;64,65 ;2.245.750  x;4,80  
22.;29.05.;12 ;15 ;32 ;17 ;41 ;25 ;8 ;65.277.349,00 ;6  x  ;815.966,85 ;116  x  ;21.102,55 ;2.315  x     ;3.172,20 ;141.145  x    ;52,00 ;2.578.284  x;4,10  
23.;05.06.;20 ;6 ;1 ;45 ;46 ;33 ;24 ;67.892.704,50 ;8  x  ;636.494,10 ;42  x  ;60.618,45 ;1.754  x     ;4.354,55 ;114.585  x    ;66,65 ;2.010.778  x;5,45  
24.;12.06.;5 ;11 ;47 ;29 ;13 ;35 ;34 ;64.630.084,50 ;17  x  ;285.132,70 ;57  x  ;42.519,75 ;2.830  x     ;2.569,20 ;134.543  x    ;54,00 ;2.287.570  x;4,55  
25.;19.06.;23 ;41 ;34 ;7 ;2 ;47 ;18 ;64.320.559,50 ;12  x  ;402.003,45 ;96  x  ;25.125,20 ;2.437  x     ;2.969,25 ;127.472  x    ;56,75 ;2.249.474  x;4,60  
26.;26.06.;24 ;25 ;20 ;35 ;7 ;19 ;5 ;63.378.288,00 ;3  x  ;1.500.000,00 ;52  x  ;50.578,00 ;1.522  x     ;4.684,65 ;112.467  x    ;63,35 ;2.328.964  x;4,40  
27.;03.07.;15 ;3 ;47 ;17 ;32 ;14 ;35 ;62.903.901,50 ;6  x  ;786.298,75 ;80  x  ;29.486,20 ;1.985  x     ;3.565,05 ;122.024  x    ;57,95 ;2.297.592  x;4,40  
28.;10.07.;6 ;32 ;15 ;33 ;12 ;5 ;48 ;62.848.990,50 ;5  x  ;942.734,85 ;29  x  ;81.270,20 ;1.635  x     ;4.324,45 ;100.097  x    ;70,60 ;2.206.415  x;4,60  
29.;17.07.;38 ;46 ;26 ;9 ;5 ;12 ;40 ;62.239.343,00 ;14  x  ;333.425,05 ;98  x  ;23.816,05 ;3.578  x     ;1.956,90 ;160.626  x    ;43,55 ;2.568.158  x;3,90  
30.;24.07.;25 ;5 ;20 ;26 ;41 ;27 ;38 ;62.006.483,50 ;1  x  ;1.500.000,00 ;24  x  ;228.155,35 ;1.017  x     ;6.859,10 ;87.558  x    ;79,65 ;1.986.478  x;5,05  
31.;31.07.;43 ;31 ;26 ;44 ;42 ;28 ;40 ;62.696.291,00 ;6  x  ;783.703,60 ;57  x  ;41.247,55 ;1.487  x     ;4.743,30 ;91.330  x    ;77,20 ;1.883.135  x;5,40  
32.;07.08.;40 ;35 ;16 ;33 ;21 ;5 ;4 ;63.773.987,50 ;11  x  ;434.822,60 ;42  x  ;56.941,05 ;2.086  x     ;3.439,35 ;113.096  x    ;63,40 ;2.160.780  x;4,75  
33.;14.08.;2 ;39 ;6 ;30 ;16 ;26 ;7 ;64.139.860,00 ;22  x  ;218.658,60 ;53  x  ;45.381,95 ;3.366  x     ;2.143,70 ;138.011  x    ;52,25 ;2.291.243  x;4,50  
34.;21.08.;11 ;7 ;37 ;26 ;19 ;20 ;29 ;63.837.503,00 ;9  x  ;531.979,15 ;57  x  ;41.998,35 ;2.586  x     ;2.777,15 ;151.644  x    ;47,35 ;2.726.402  x;3,80  
35.;28.08.;8 ;43 ;4 ;6 ;9 ;29 ;49 ;65.277.788,50 ;2  x  ;1.500.000,00 ;35  x  ;124.107,15 ;1.440  x     ;5.099,80 ;111.572  x    ;65,80 ;2.104.439  x;5,00  
36.;04.09.;17 ;19 ;6 ;30 ;28 ;16 ;36 ;66.721.506,00 ;4  x  ;1.251.028,20 ;39  x  ;64.155,25 ;2.044  x     ;3.672,25 ;123.101  x    ;60,95 ;2.413.911  x;4,45  
37.;11.09.;49 ;12 ;9 ;20 ;37 ;11 ;2 ;66.514.441,50 ;3  x  ;1.500.000,00 ;35  x  ;85.224,95 ;1.635  x     ;4.576,65 ;112.535  x    ;66,45 ;2.404.256  x;4,45  
38.;18.09.;32 ;40 ;6 ;24 ;3 ;11 ;10 ;68.418.464,00 ;42  x  ;122.175,80 ;92  x  ;27.887,95 ;5.229  x     ;1.471,95 ;188.916  x    ;40,70 ;2.921.519  x;3,80  
39.;25.09.;46 ;32 ;44 ;28 ;23 ;9 ;1 ;66.822.542,50 ;6  x  ;835.281,75 ;86  x  ;29.137,70 ;2.929  x     ;2.566,55 ;151.042  x    ;49,75 ;2.533.789  x;4,25  
40.;02.10.;39 ;3 ;48 ;16 ;37 ;47 ;28 ;67.626.869,00 ;unbesetzt;;30  x  ;253.600,75 ;1.499  x     ;5.075,35 ;112.438  x    ;67,65 ;2.222.469  x;4,90  
41.;09.10.;19 ;35 ;24 ;39 ;6 ;9 ;16 ;66.919.813,00 ;70  x  ;71.699,75 ;84  x  ;29.874,90 ;5.435  x     ;1.385,15 ;203.013  x    ;37,05 ;3.007.672  x;3,60  
42.;16.10.;47 ;2 ;33 ;1 ;23 ;34 ;16 ;67.699.526,00 ;6  x  ;846.244,05 ;30  x  ;84.624,40 ;1.253  x     ;6.078,35 ;97.556  x    ;78,05 ;1.993.893  x;5,50  
43.;23.10.;15 ;40 ;30 ;38 ;8 ;22 ;5 ;67.252.037,00 ;19  x  ;265.468,55 ;84  x  ;30.023,20 ;3.195  x     ;2.368,00 ;128.157  x    ;59,00 ;2.185.736  x;4,95  
44.;30.10.;38 ;2 ;43 ;7 ;47 ;16 ;15 ;68.451.931,50 ;6  x  ;855.649,10 ;30  x  ;85.564,90 ;2.042  x     ;3.771,20 ;111.382  x    ;69,10 ;2.130.264  x;5,20  
45.;06.11.;3 ;30 ;15 ;8 ;17 ;10 ;14 ;67.659.194,00 ;8  x  ;634.304,90 ;37  x  ;68.573,50 ;2.771  x     ;2.746,85 ;131.442  x    ;57,90 ;2.447.720  x;4,45  
46.;13.11.;45 ;25 ;17 ;8 ;2 ;11 ;48 ;68.631.745,00 ;5  x  ;1.029.476,15 ;576  x  ;4.468,20 ;2.894  x     ;2.667,95 ;153.639  x    ;50,25 ;2.648.215  x;4,20  
47.;20.11.;7 ;36 ;14 ;49 ;29 ;25 ;37 ;68.271.935,50 ;15  x  ;341.359,65 ;49  x  ;52.248,90 ;3.780  x     ;2.031,90 ;161.107  x    ;47,65 ;2.652.998  x;4,15  
48.;27.11.;18 ;13 ;40 ;43 ;35 ;3 ;49 ;69.342.288,00 ;10  x  ;520.067,15 ;58  x  ;44.833,35 ;2.309  x     ;3.378,50 ;131.676  x    ;59,20 ;2.443.657  x;4,60  
49.;04.12.;38 ;29 ;6 ;35 ;47 ;3 ;11 ;76.340.667,00 ;4  x  ;1.431.387,50 ;56  x  ;51.120,95 ;1.858  x     ;4.622,30 ;116.743  x    ;73,55 ;2.283.671  x;5,40  
50.;11.12.;32 ;2 ;44 ;15 ;1 ;28 ;7 ;70.743.089,50 ;3  x  ;1.500.000,00 ;85  x  ;40.689,35 ;2.071  x     ;3.842,85 ;108.070  x    ;73,60 ;2.111.475  x;5,40  
51.;18.12.;23 ;46 ;38 ;2 ;45 ;25 ;24 ;70.528.028,50 ;9  x  ;587.733,55 ;47  x  ;56.272,35 ;2.247  x     ;3.531,10 ;128.375  x    ;61,80 ;2.380.303  x;4,80  
52.;25.12.;16 ;44 ;12 ;43 ;38 ;25 ;27 ;67.175.971,50 ;8  x  ;629.774,70 ;73  x  ;34.508,20 ;2.770  x     ;2.728,25 ;132.027  x    ;57,20 ;2.286.931  x;4,75  
