"Zahlenlotto ""6 aus 49""";;;;;;;;;;;;;;;;;;;Gewinnzahlen und Quoten der 1. - 52. Veranstaltung 1968
Alle Zahlenangaben ohne Gewähr;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; Gewinnklasse I;;Gewinnklasse II;;Gewinnklasse III;; Gewinnklasse IV;;   Gewinnklasse V;
;;Gewinnzahlen in;;;;;;Zu-;Spieleinsatz;6 Treffer;; 5 Treffer +;;5 Treffer;;4 Treffer;;3 Treffer;
VA;1968;gezogener Reihenfolge;;;;;;satz-;;;;Zusatzzahl;;;;;;;
;;;;;;;;zahl;DM;Gewinne;DM;Gewinne;    DM;Gewinne;  DM;Gewinne;DM;Gewinne;DM
1.;06.01.;14 ;15 ;34 ;11 ;49 ;19 ;45 ;37.523.550,50 ;unbesetzt;;28  x  ;167.515,85 ;631  x     ;7.433,30 ;52.492  x    ;89,35 ;1.195.360  x;3,90  
2.;13.01.;43 ;29 ;14 ;30 ;18 ;39 ;3 ;37.792.962,00 ;1  x  ;500.000,00 ;29  x  ;145.659,30 ;870  x     ;5.430,00 ;57.508  x    ;82,10 ;1.135.911  x;4,15  
3.;20.01.;16 ;2 ;24 ;47 ;14 ;30 ;13 ;38.359.423,00 ;2  x  ;500.000,00 ;7  x  ;500.000,00 ;838  x     ;6.073,80 ;52.613  x    ;91,10 ;1.114.052  x;4,30  
4.;27.01.;19 ;27 ;28 ;8 ;5 ;40 ;25 ;38.092.058,50 ;39  x  ;97.671,90 ;37  x  ;25.737,85 ;3.376  x     ;1.410,35 ;115.620  x    ;41,15 ;1.698.777  x;2,80  
5.;03.02.;25 ;39 ;36 ;10 ;4 ;8 ;17 ;38.506.528,00 ;1  x  ;500.000,00 ;51  x  ;84.574,80 ;1.435  x     ;3.354,20 ;80.383  x    ;59,85 ;1.455.109  x;3,30  
6.;10.02.;23 ;11 ;44 ;34 ;6 ;48 ;3 ;38.130.789,00 ;20  x  ;190.653,90 ;66  x  ;14.443,45 ;2.331  x     ;2.044,75 ;92.455  x    ;51,55 ;1.419.910  x;3,35  
7.;17.02.;6 ;37 ;25 ;38 ;39 ;42 ;17 ;38.359.951,00 ;unbesetzt;;27  x  ;177.592,35 ;642  x     ;7.468,80 ;54.835  x    ;87,40 ;1.171.444  x;4,05  
8.;24.02.;17 ;30 ;38 ;7 ;12 ;24 ;49 ;37.964.140,50 ;13  x  ;292.031,85 ;38  x  ;24.976,40 ;2.131  x     ;2.226,85 ;101.735  x    ;46,60 ;1.689.340  x;2,80  
9.;02.03.;23 ;1 ;21 ;7 ;30 ;10 ;45 ;39.196.726,00 ;7  x  ;500.000,00 ;39  x  ;35.886,90 ;1.744  x     ;2.809,35 ;86.212  x    ;56,80 ;1.500.293  x;3,25  
10.;09.03.;44 ;21 ;2 ;40 ;22 ;31 ;24 ;39.152.524,00 ;2  x  ;500.000,00 ;17  x  ;229.062,65 ;1.125  x     ;4.350,25 ;64.404  x    ;75,95 ;1.245.572  x;3,90  
11.;16.03.;43 ;29 ;13 ;11 ;26 ;22 ;41 ;39.114.736,50 ;4  x  ;500.000,00 ;43  x  ;67.194,00 ;1.275  x     ;3.834,75 ;79.336  x    ;61,60 ;1.455.211  x;3,35  
12.;23.03.;18 ;15 ;11 ;28 ;5 ;41 ;22 ;38.644.108,00 ;7  x  ;500.000,00 ;24  x  ;55.438,05 ;1.312  x     ;3.681,75 ;75.508  x    ;63,95 ;1.405.169  x;3,40  
13.;30.03.;7 ;17 ;46 ;40 ;49 ;23 ;31 ;38.543.244,00 ;2  x  ;500.000,00 ;32  x  ;119.309,50 ;1.072  x     ;4.494,30 ;64.784  x    ;74,35 ;1.273.798  x;3,75  
14.;06.04.;35 ;39 ;47 ;16 ;48 ;32 ;22 ;38.539.874,50 ;5  x  ;500.000,00 ;11  x  ;210.680,35 ;1.343  x     ;3.587,10 ;75.494  x    ;63,80 ;1.292.416  x;3,70  
15.;13.04.;42 ;16 ;15 ;2 ;46 ;29 ;33 ;37.811.355,50 ;2  x  ;500.000,00 ;20  x  ;186.320,95 ;734  x     ;6.439,25 ;47.976  x    ;98,50 ;987.860  x;4,75  
16.;20.04.;47 ;31 ;13 ;38 ;32 ;2 ;12 ;36.707.996,00 ;2  x  ;500.000,00 ;14  x  ;256.321,35 ;701  x     ;6.545,60 ;51.198  x    ;89,60 ;1.096.273  x;4,15  
17.;27.04.;11 ;45 ;26 ;43 ;46 ;12 ;18 ;37.316.597,50 ;unbesetzt;;18  x  ;259.143,00 ;896  x     ;5.205,95 ;53.789  x    ;86,70 ;1.147.574  x;4,05  
18.;04.05.;15 ;32 ;9 ;7 ;33 ;10 ;2 ;37.649.645,00 ;4  x  ;500.000,00 ;21  x  ;128.866,90 ;1.230  x     ;3.826,15 ;68.396  x    ;68,80 ;1.428.064  x;3,25  
19.;11.05.;21 ;14 ;39 ;8 ;15 ;27 ;48 ;37.534.738,50 ;7  x  ;500.000,00 ;30  x  ;39.728,05 ;1.682  x     ;2.789,40 ;89.033  x    ;52,65 ;1.389.349  x;3,35  
20.;18.05.;1 ;18 ;39 ;41 ;26 ;32 ;37 ;37.829.890,00 ;6  x  ;500.000,00 ;20  x  ;86.436,80 ;1.111  x     ;4.256,25 ;65.821  x    ;71,80 ;1.231.133  x;3,80  
